"id","binomial","reference","class","order","family","genus","common_name","location","country","all_countries","latitude","longitude","system","t_realm","t_biome","fw_realm","fw_biome","m_realm","m_ocean","m_biome","units","method","x1950","x1951","x1952","x1953","x1954","x1955","x1956","x1957","x1958","x1959","x1960","x1961","x1962","x1963","x1964","x1965","x1966","x1967","x1968","x1969","x1970","x1971","x1972","x1973","x1974","x1975","x1976","x1977","x1978","x1979","x1980","x1981","x1982","x1983","x1984","x1985","x1986","x1987","x1988","x1989","x1990","x1991","x1992","x1993","x1994","x1995","x1996","x1997","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007","x2008","x2009","x2010","x2011","x2012","x2013","x2014","x2015"
8237,"Somateria_spectabilis","{Hansen, 2009 #1831}","Aves","Anseriformes","Anatidae","Somateria","King eider","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","1","1.5","3","3","5","1","1","1.5","1","1.5","0.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8238,"Clangula_hyemalis","{Hansen, 2009 #1831}","Aves","Anseriformes","Anatidae","Clangula","Long-tailed duck","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","6.5","7.5","6","6","6.5","8","6","6","5.5","5.5","7.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8240,"Charadrius_hiaticula","{Hansen, 2009 #1831}","Aves","Charadriiformes","Charadriidae","Charadrius","Common ringed plover / Ringed plover","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","44.5","35","31.5","49.5","34","46","31.5","25","36","16.5","38.5","27.5","19","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8241,"Calidris_canutus","{Hansen, 2009 #1831}","Aves","Charadriiformes","Scolopacidae","Calidris","Knot / Red knot","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","34.5","35","27","27.5","24","26.5","22","22.5","19","30.5","33.5","31","26","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8242,"Calidris_alba","{Hansen, 2009 #1831}","Aves","Charadriiformes","Scolopacidae","Calidris","Sanderling","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","46.5","48","54","51","47.5","52.5","43","56.5","54","38","70.5","66","63.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8243,"Calidris_alpina","{Hansen, 2009 #1831}","Aves","Charadriiformes","Scolopacidae","Calidris","Dunlin","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","50","59.5","62","61","74","78.5","93.5","84","91","77.5","92","100","102.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8244,"Phalaropus_lobatus","{Hansen, 2009 #1831}","Aves","Charadriiformes","Scolopacidae","Phalaropus","Red-necked phalarope","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5","1","1.5","1.5","1.5","2","1.5","1.5","1","1","2","0.5","1.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8245,"Phalaropus_fulicarius","{Hansen, 2009 #1831}","Aves","Charadriiformes","Scolopacidae","Phalaropus","Red phalarope / Grey phalarope","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0.5","0","0","1","0","0","0","1","6","0","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8246,"Stercorarius_longicaudus","{Hansen, 2009 #1831}","Aves","Charadriiformes","Stercorariidae","Stercorarius","Long-tailed jaeger / Long-tailed skua","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","21.5","20.5","19.5","19.5","20.5","20","20.5","23.5","16","22.5","19.5","21","23","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8247,"Arenaria_interpres","{Hansen, 2009 #1831}","Aves","Charadriiformes","Scolopacidae","Arenaria","Ruddy turnstone / Turnstone","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","40.5","46","52","41.5","46","41.5","30.5","31","47","63.5","62.5","46.5","25","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8248,"Carduelis_flammea","{Hansen, 2009 #1831}","Aves","Passeriformes","Fringillidae","Carduelis","Hoary redpoll / Arctic redpoll / Common redpoll","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","1","0","1","2.5","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8249,"Plectrophenax_nivalis","{Hansen, 2009 #1831}","Aves","Passeriformes","Emberizidae","Plectrophenax","Snow bunting","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","30","31","25.5","36","28","32","38.5","35","59.5","82","65","53","57","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8250,"Ovibos_moschatus","{ZERO, 2007 #1834}","Mammalia","Artiodactyla","Bovidae","Ovibos","Musk ox","Zackerbergdalen, Northeast Greenland","Greenland","Greenland",74.08333,-21,"Terrestrial","Nearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Mean annual number (per observation day)","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","43.9","30.2","25.4","19.1","30.7","37.7","28.4","34.1","55.8","81.4","81.3","111.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8251,"Haliaeetus_albicilla","{Normander, 2009 #1846}","Aves","Falconiformes","Accipitridae","Haliaeetus","White-tailed eagle","West coast of Iceland","Iceland","Iceland",65,-21.5,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Atlantic Ocean","Unknown","Breeding pairs","unknown","24","24","22","20","19","19","19","20","21","22","22","22","22","22","22","21","20","20","21","22","22","22","23","24","28","28","31","29","28","28","32","34","34","33","35","38","38","40","39","40","39","39","42","41","41","41","43","44","44","47","48","49","53","59","64","65","65","62","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8252,"Haliaeetus_albicilla","{Normander, 2009 #1846} updated with {Projektgruppe Seeadlerschutz Schleswig-Holstein, 2009 #2527}","Aves","Falconiformes","Accipitridae","Haliaeetus","White-tailed eagle","Denmark","Denmark","Denmark",56.16667,9.33333,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Breeding pairs","unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","4","5","6","9","9","11","13","13","15","17","22","28","NULL","NULL","NULL","NULL","NULL","NULL"
8275,"Haliaeetus_albicilla","{Normander, 2009 #1846}","Aves","Falconiformes","Accipitridae","Haliaeetus","White-tailed eagle","Northern Sweden","Sweden","Sweden",68,21.08333,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Atlantic Ocean","Unknown","Breeding pairs","unknown","93","97","100","103","107","109","106","102","94","92","86","83","78","74","66","62","59","55","54","53","52","52","55","57","60","62","66","70","74","77","80","83","86","88","90","92","93","96","102","109","117","125","135","143","153","163","182","195","213","232","251","275","299","336","376","422","471","520","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8276,"Haliaeetus_albicilla","{Normander, 2009 #1846}","Aves","Falconiformes","Accipitridae","Haliaeetus","White-tailed eagle","Northern Finland","Finland","Finland",68,26.08333,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","Breeding pairs","unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","40","41","40","39","38","38","37","36","35","34","37","42","46","50","49","49","55","56","61","72","75","80","85","93","103","114","125","144","161","172","190","210","226","245","261","265","266","267","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8321,"Phoca_vitulina","{Normander, 2009 #1846}","Mammalia","Carnivora","Phocidae","Phoca","Harbour seal","Denmark coastlines","Denmark","Denmark",56.33333,10,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Number of Individuals","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2176","1916","2523","3304","4924","4808","4866","5994","6399","7122","7990","8597","5475","5663","5851","7152","6864","7326","7789","8888","10045","11202","12387","12359","11578","12359","10827","10220","9902","11753","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8322,"Phoca_vitulina","{Normander, 2009 #1846}","Mammalia","Carnivora","Phocidae","Phoca","Harbour seal","Northern Sweden","Sweden","Sweden",63.30278,19.90361,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Number of Individuals","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3015","3912","4027","4490","5011","5445","6486","7036","7556","8915","4550","4839","4174","5967","6025","7066","9090","10103","14960","14903","14903","14961","16031","17448","11405","13169","14904","14500","14037","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8323,"Lutra_lutra","{Normander, 2009 #1846}","Mammalia","Carnivora","Mustelidae","Lutra","Eurasian otter / European river otter","Denmark","Denmark","Denmark",56.16667,9.33333,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL","Otter numbers","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","100","107","113","121","129","135","143","152","162","174","186","198","211","233","256","282","305","328","352","375","400","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8345,"Sterna_paradisaea","{Egevang, 2006 #1858}","Aves","Charadriiformes","Laridae","Sterna","Arctic tern","The 4 islands of Gronne Ejland","Greenland","Greenland",68.86667,-53.1,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","Breeding pairs","line transects","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","25","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.8","NULL","NULL","NULL","NULL","NULL","15.6","20.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8367,"Phalaropus_fulicarius","{Egevang, 2006 #1858}","Aves","Charadriiformes","Scolopacidae","Phalaropus","Red phalarope / Grey phalarope","The 4 islands of Gronne Ejland","Greenland","Greenland",68.86667,-53.1,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","pairs","line transects","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","40","11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","15","NULL","NULL","NULL","NULL","NULL","9","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8405,"Salmo_salar","{Erkinaro, 2008 #1862}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Atlantic salmon","Teno River","Finland","Finland",69.9,27.01667,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Individuals per 100m²","Density counts","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9.5","22.7","14.1","49.3","48.8","42.3","58.1","43.8","41.9","26.8","25","16.2","23","52.8","27.5","55.7","33.1","24.8","19.2","19.1","19","22.9","47.6","59.3","61.4","59.3","29.6","39","40.6","36.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8421,"Gulo_gulo","{Sohlberg, 2008 #1863}","Mammalia","Carnivora","Mustelidae","Gulo","Wolverine","Northern Swedish Mountains (Norrbotten area)","Sweden","Sweden",67.13333,18.5,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Number of dens","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","69","67","54","56","40","50","56","56","70","55","78","78","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8493,"Limosa_limosa","{Schekkerman, 2008 #1887}","Aves","Charadriiformes","Scolopacidae","Limosa","Black-tailed godwit","Six lowland wet grassland sites, Netherlands","Netherlands","Netherlands",52.06861,5.14917,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL","Population Index","Meadow bird monitoring scheme and available estimates of adult survival","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","99.94","113.53","94.4","105.2","103.82","109.41","101.07","97.6","86.13","88.23","100.77","88.26","84.44","86.2","80.99","81.01","81.37","77.21","73.74","68.53","68.55","60.56","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8507,"Circus_cyaneus","{Amar, 2008 #1888}","Aves","Falconiformes","Accipitridae","Circus","Hen harrier","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding females","Watching from vantage points for displaying harriers","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","2","5","11","8","14","20","13","14","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8508,"Falco_peregrinus","{Amar, 2008 #1888}","Aves","Falconiformes","Falconidae","Falco","Peregrine falcon","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number fo breeding pairs","Visiting potential peregrine nests for signs of occupancy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","3","3","6","6","5","6","6","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8509,"Falco_columbarius","{Amar, 2008 #1888}","Aves","Falconiformes","Falconidae","Falco","Merlin","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number fo breeding pairs","Unspecified","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","7","7","9","10","8","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8510,"Numenius_arquata","{Amar, 2008 #1888}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Curlew abundance per km","Line transect sampling","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.8","2.9","3.5","4.6","3.2","2.8","4.5","4.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8511,"Vanellus_vanellus","{Amar, 2008 #1888}","Aves","Charadriiformes","Charadriidae","Vanellus","Lapwing / Northern lapwing","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Lapwing abundance per km","Line transect","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.2","1","0.8","1.6","1.3","3","1.5","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8512,"Pluvialis_apricaria","{Amar, 2008 #1888}","Aves","Charadriiformes","Charadriidae","Pluvialis","Eurasian golden plover","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Golden plover per km","Line transect","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.9","1.5","1.5","1.3","0.9","1","0.8","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8513,"Circus_pygargus","{Millon, 2008 #1889}","Aves","Falconiformes","Accipitridae","Circus","Montagu's harrier","Rochefort marshes, central-western France","France","France",45.95,-0.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Nest density (number of nests per 100 km2)","Total nest counts","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11.61","22.74","16.93","11.52","26.82","7.48","15.88","24.34","3.7","15.24","26.3","7.23","11.53","10.5","6.25","6.79","8.29","3.5","10.94","12.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8514,"Anthus_pratensis","{Amar, 2008 #1888}","Aves","Passeriformes","Motacillidae","Anthus","Meadow pipit","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Meadow pipits per km","Line transect","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","40","47","45","31","29","22","18","21","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
8515,"Alauda_arvensis","{Amar, 2008 #1888}","Aves","Passeriformes","Alaudidae","Alauda","Eurasian skylark","76 km2 estate at Langolm, Scotland","United Kingdom","United Kingdom",55.16667,-2.91667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Skylark abundance per km","Line transect","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7","24","10","13","7","7","6","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
